"Term","Course","Enrollment","MedianGrade"
"TERM","COURSE","ENRL","MEDIAN"
"10S","CLST-021-01","11","B+"
"10S","CLST-026-01","23","B+"
"10S","COCO-002-01","27","A"
"10S","COCO-005-01","23","A-"
"10S","COCO-009-01","40","A-"
"10S","COCO-011-01","10","A"
"10S","COGS-002-01","92","B+"
"10S","COGS-026-01","52","A-"
"10S","COLT-051-01","18","A-"
"10S","COLT-052-01","11","B+"
"10S","COLT-062-01","21","B+"
"10S","COLT-064-01","11","B+"
"10S","COLT-067-01","19","A"
"10S","COLT-070-01","16","A-"
"10S","COSC-005-01","67","B+"
"10S","COSC-007-01","16","A-/B+"
"10S","COSC-012-01","23","A-"
"10S","COSC-023-01","16","A"
"10S","COSC-037-01","12","B+"
"10S","COSC-047-01","23","B+"
"10S","COSC-078-01","10","A"
"10S","EARS-001-01","30","B+"
"10S","EARS-003-01","44","A-"
"10S","EARS-016-01","16","A-"
"10S","EARS-064-01","11","A-"
"10S","EARS-164-01","11","A-"
"10S","ECON-001-01","39","B"
"10S","ECON-001-02","44","B"
"10S","ECON-001-03","44","B"
"10S","ECON-001-04","21","B"
"10S","ECON-001-05","21","B"
"10S","ECON-002-01","45","B-"
"10S","ECON-010-01","65","B+"
"10S","ECON-010-02","65","B+"
"10S","ECON-020-01","61","B+"
"10S","ECON-020-02","61","B+"
"10S","ECON-021-01","71","B+"
"10S","ECON-021-02","71","B+"
"10S","ECON-022-01","67","B"
"10S","ECON-022-02","67","B"
"10S","ECON-024-01","59","B+"
"10S","ECON-024-02","59","B+"
"10S","ECON-026-01","53","B+"
"10S","ECON-026-02","53","B+"
"10S","ECON-027-01","36","B+"
"10S","ECON-029-01","17","A-"
"10S","ECON-038-01","29","B+"
"10S","ECON-039-01","72","A-"
"10S","ECON-039-02","72","A-"
"10S","ECON-046-01","38","A-"
"10S","ECON-046-02","38","A-"
"10S","ECON-046-03","38","A-"
"10S","ECON-046-04","14","A-"
"10S","ECON-046-05","14","A-"
"10S","ECON-049-01","23","B+"
"10S","ECON-049-02","23","B+"
"10S","ECON-076-01","21","A-"
"10S","ECON-076-02","21","A-"
"10S","EDUC-010-01","17","B+"
"10S","EDUC-016-01","15","A-"
"10S","EDUC-041-01","11","A-"
"10S","EDUC-050-01","19","B+"
"10S","EDUC-060-01","25","B+"
"10S","EDUC-062-01","28","B+"
"10S","ENGL-007-01","16","A-/B+"
"10S","ENGL-007-02","11","A-"
"10S","ENGL-007-03","15","A-"
"10S","ENGL-007-04","16","A-"
"10S","ENGL-007-05","16","A-"
"10S","ENGL-007-06","16","A-"
"10S","ENGL-008-01","20","A-"
"10S","ENGL-016-01","25","A-"
"10S","ENGL-022-01","51","A-"
"10S","ENGL-045-01","54","A-"
"10S","ENGL-047-01","183","A-"
"10S","ENGL-049-01","14","A"
"10S","ENGL-059-01","16","A-"
"10S","ENGL-060-05","19","A-"
"10S","ENGL-063-01","19","A"
"10S","ENGL-067-05","45","A-"
"10S","ENGL-067-07","34","A-"
"10S","ENGL-067-11","18","A-"
"10S","ENGL-070-03","15","A-"
"10S","ENGL-071-02","11","B+"
"10S","ENGL-080-01","12","A-"
"10S","ENGL-080-02","12","A"
"10S","ENGL-080-03","12","A-"
"10S","ENGL-082-01","11","A"
"10S","ENGS-005-01","55","A-"
"10S","ENGS-006-01","30","B+/B"
"10S","ENGS-007-01","15","B"
"10S","ENGS-020-01","87","B+"
"10S","ENGS-021-01","40","B+"
"10S","ENGS-023-01","45","B"
"10S","ENGS-024-01","44","B"
"10S","ENGS-025-01","51","B"
"10S","ENGS-026-01","14","B+"
"10S","ENGS-031-01","23","B+"
"10S","ENGS-041-01","22","A-/B+"
"10S","ENGS-051-01","15","A-"
"10S","ENGS-056-01","16","A-/B+"
"10S","ENGS-071-01","16","A-"
"10S","ENGS-075-01","17","A-"
"10S","ENGS-103-01","24","A-"
"10S","ENGS-146-01","12","A-"
"10S","ENGS-171-01","13","A-"
"10S","ENVS-003-01","54","A-/B+"
"10S","ENVS-007-01","16","A-"
"10S","ENVS-015-01","71","B+"
"10S","ENVS-028-01","48","B"
"10S","ENVS-030-01","15","B+"
"10S","ENVS-045-01","20","A-/B+"
"10S","ENVS-050-01","27","A"
"10S","ENVS-056-01","16","B+"
"10S","FILM-007-01","16","A-"
"10S","FILM-022-01","20","B"
"10S","FILM-031-01","13","A"
"10S","FILM-034-01","13","A-"
"10S","FILM-041-01","20","A-"
"10S","FILM-041-02","21","B+"
"10S","FILM-047-01","15","B+"
"10S","FREN-001-01","20","A"
"10S","FREN-002-01","21","A-"
"10S","FREN-002-02","15","B+"
"10S","FREN-003-01","14","A-"
"10S","FREN-003-02","18","A-"
"10S","FREN-003-03","18","A-"
"10S","FREN-003-04","13","B+"
"10S","FREN-003-92","11","A-"
"10S","FREN-005-92","11","A-"
"10S","FREN-006-92","11","B+"
"10S","FREN-008-01","14","B+"
"10S","FREN-010-01","10","A-"
"10S","FREN-024-01","18","A-"
"10S","FREN-029-90","18","A-"
"10S","FREN-030-90","18","A-"
"10S","FREN-031-90","18","A-"
"10S","FREN-040-01","38","A"
"10S","GENE-187-01","12","B+"
"10S","GEOG-004-01","15","B"
"10S","GEOG-013-01","35","A-"
"10S","GEOG-015-01","35","A-"
"10S","GEOG-041-01","31","A-"
"10S","GEOG-047-90","14","A-"
"10S","GEOG-052-01","12","A-"
"10S","GEOG-058-01","41","B+"
"10S","GEOG-081-90","14","A"
"10S","GEOG-082-90","14","A"
"10S","GERM-001-01","10","B"
"10S","GERM-002-01","14","B+/B"
"10S","GERM-003-01","15","B+"
"10S","GERM-013-01","34","A-"
"10S","GOVT-004-01","40","A-"
"10S","GOVT-005-01","50","B"
"10S","GOVT-006-01","55","A-"
"10S","GOVT-007-01","16","A-"
"10S","GOVT-010-01","33","B"
"10S","GOVT-010-02","36","B"
"10S","GOVT-030-01","36","B+"
"10S","GOVT-040-01","34","B"
"10S","GOVT-040-02","40","A-"
"10S","GOVT-049-04","37","A-"
"10S","GOVT-050-01","29","A-"
"10S","GOVT-050-02","39","B+"
"10S","GOVT-050-03","28","B+"
"10S","GOVT-058-01","19","B+"
"10S","GOVT-060-01","27","A-"
"10S","GOVT-067-01","30","B+"
"10S","GOVT-069-01","18","B+/B"
"10S","GOVT-081-05","13","A-"
"10S","GOVT-083-03","10","A-"
"10S","GOVT-084-24","17","A-"
"10S","GOVT-085-02","17","B+"
"10S","GOVT-085-03","12","A-"
"10S","GOVT-086-18","11","B+"
"10S","GOVT-094-90","15","A-"
"10S","GOVT-095-90","15","A-"
"10S","GRK -010-01","13","A-"
"10S","HEBR-003-01","11","B+"
"10S","HIST-005-02","19","A-"
"10S","HIST-006-01","30","B+"
"10S","HIST-006-02","13","A-"
"10S","HIST-006-03","36","B+"
"10S","HIST-006-04","11","B+"
"10S","HIST-006-05","34","A-"
"10S","HIST-007-01","13","A-"
"10S","HIST-007-02","15","A"
"10S","HIST-011-01","37","B+"
"10S","HIST-015-01","70","B+"
"10S","HIST-025-01","62","B+"
"10S","HIST-026-01","37","B+"
"10S","HIST-047-01","32","B+"
"10S","HIST-050-01","19","A-"
"10S","HIST-057-01","21","B+"
"10S","HIST-064-01","23","B+"
"10S","HIST-075-01","20","A-/B+"
"10S","HIST-077-01","29","A-"
"10S","HIST-087-01","17","A-"
"10S","HIST-096-01","10","A-"
"10S","HIST-096-04","11","A-"
"10S","INTS-087-01","12","B+"
"10S","ITAL-002-01","12","A"
"10S","ITAL-002-02","15","A-"
"10S","ITAL-003-01","15","B"
"10S","ITAL-007-01","15","A-"
"10S","ITAL-010-01","10","A-"
"10S","JAPN-003-01","12","A"
"10S","JAPN-010-01","45","A-"
"10S","JAPN-061-01","13","A-"
"10S","JWST-037-03","11","B+"
"10S","JWST-082-01","13","A-"
"10S","LACS-048-01","24","A-"
"10S","LACS-052-01","37","A-"
"10S","LACS-057-01","34","A-"
"10S","LACS-076-01","17","A-"
"10S","LAT -003-01","10","B+"
"10S","LAT -003-02","12","A-/B+"
"10S","LAT -010-01","10","A /A-"
"10S","LAT -026-01","12","B+"
"10S","LATS-003-01","26","A-"
"10S","LATS-051-01","11","B+"
"10S","LING-001-01","45","B+"
"10S","LING-007-01","15","B+"
"10S","LING-011-01","40","A-"
"10S","LING-017-01","38","A-"
"10S","LING-020-01","28","A"
"10S","LING-024-01","11","A"
"10S","LING-080-01","11","A"
"10S","M&SS-015-01","11","A"
"10S","MATH-007-01","32","A"
"10S","MATH-007-02","32","A"
"10S","MATH-008-01","22","B"
"10S","MATH-008-02","22","B"
"10S","MATH-010-01","46","B+"
"10S","MATH-013-01","57","B+"
"10S","MATH-013-02","57","B+"
"10S","MATH-022-01","51","A"
"10S","MATH-023-01","38","A-"
"10S","MATH-023-02","38","A-"
"10S","MATH-024-01","25","A-"
"10S","MATH-038-01","15","B+"
"10S","MATH-043-01","29","B+"
"10S","MATH-046-01","15","B+"
"10S","MATH-060-01","17","A-"
"10S","MATH-075-01","12","A-/B+"
"10S","MUS -002-01","40","A-"
"10S","MUS -007-01","16","A-/B+"
"10S","MUS -008-01","47","A-"
"10S","MUS -008-02","31","A-"
"10S","MUS -009-01","30","A-"
"10S","MUS -010-01","11","A-"
"10S","MUS -020-01","17","B+"
"10S","MUS -023-01","18","A"
"10S","MUS -045-01","11","A"
"10S","MUS -051-01","34","A"
"10S","NAS -007-01","16","A-/B+"
"10S","NAS -015-01","70","B+"
"10S","NAS -035-01","54","A-"
"10S","NAS -037-01","19","A-"
"10S","NAS -045-01","21","A-"
"10S","NAS -050-01","18","B+/B"
"10S","PBPL-026-01","69","B"
"10S","PBPL-051-01","18","A"
"10S","PHIL-001-01","48","A-/B+"
"10S","PHIL-006-01","34","A /A-"
"10S","PHIL-014-01","22","B+"
"10S","PHIL-016-01","13","B"
"10S","PHIL-025-01","45","A-"
"10S","PHIL-026-01","52","A-"
"10S","PHIL-031-01","19","B+"
"10S","PHIL-038-01","10","A-"
"10S","PHIL-050-01","13","A-"
"10S","PHYS-001-01","54","B"
"10S","PHYS-002-01","54","B"
"10S","PHYS-004-01","48","B+"
"10S","PHYS-014-01","51","B"
"10S","PHYS-014-02","40","B+"
"10S","PHYS-024-01","21","A"
"10S","PHYS-044-01","20","A-/B+"
"10S","PORT-001-01","16","A /A-"
"10S","PSYC-001-01","89","B"
"10S","PSYC-007-01","16","A-"
"10S","PSYC-010-01","57","B"
"10S","PSYC-010-02","73","B"
"10S","PSYC-011-01","28","A-"
"10S","PSYC-021-01","67","B"
"10S","PSYC-024-01","73","B+"
"10S","PSYC-028-01","92","B+"
"10S","PSYC-043-01","64","A-"
"10S","PSYC-046-01","23","B"
"10S","PSYC-050-01","35","B+"
"10S","PSYC-051-01","21","A-"
"10S","PSYC-053-01","39","B+"
"10S","PSYC-065-01","23","B+"
"10S","PSYC-081-01","10","A"
"10S","PSYC-083-01","16","A-"
"10S","PSYC-084-01","11","A-"
"10S","REL -010-01","55","B+"
"10S","REL -016-01","38","B+"
"10S","REL -020-03","34","A-"
"10S","REL -040-01","25","A-"
"10S","REL -041-01","17","A-"
"10S","REL -061-01","35","A-"
"10S","REL -074-01","48","A-"
"10S","RUSS-003-01","18","A-"
"10S","RUSS-013-01","74","A-"
"10S","RUSS-032-01","15","A"
"10S","RUSS-035-01","11","A-"
"10S","RUSS-039-01","40","A-"
"10S","SART-015-01","12","A /A-"
"10S","SART-015-02","15","A"
"10S","SART-015-03","18","A-"
"10S","SART-016-01","15","A-"
"10S","SART-017-01","13","A"
"10S","SART-025-01","15","A-"
"10S","SART-027-01","15","A"
"10S","SART-029-01","11","A-"
"10S","SART-030-01","11","A-"
"10S","SART-065-01","14","A-"
"10S","SART-077-01","10","A"
"10S","SART-077-02","11","A"
"10S","SOCY-002-01","71","A"
"10S","SOCY-007-01","16","A"
"10S","SOCY-022-01","19","B+"
"10S","SOCY-025-01","15","B+"
"10S","SOCY-031-01","45","A-"
"10S","SOCY-033-01","15","A-"
"10S","SOCY-049-01","38","A-"
"10S","SOCY-050-01","16","A"
"10S","SOCY-058-01","23","B+"
"10S","SOCY-064-01","10","A-"
"10S","SPAN-001-01","14","B /B-"
"10S","SPAN-001-02","16","A-/B+"
"10S","SPAN-001-03","13","A-"
"10S","SPAN-002-01","18","A-"
"10S","SPAN-002-02","18","A-"
"10S","SPAN-002-03","20","B+"
"10S","SPAN-003-01","20","A-"
"10S","SPAN-003-02","24","A-"
"10S","SPAN-003-03","24","A-/B+"
"10S","SPAN-003-04","22","A-/B+"
"10S","SPAN-003-91","21","B+"
"10S","SPAN-005-91","21","A-"
"10S","SPAN-006-91","21","A-"
"10S","SPAN-009-01","21","A-"
"10S","SPAN-010-01","20","A-"
"10S","SPAN-010-02","21","A-"
"10S","SPAN-023-90","21","A-"
"10S","SPAN-032-01","28","A-"
"10S","SPAN-033-90","21","A-"
"10S","SPAN-035-90","21","A-"
"10S","SPAN-037-01","11","A-"
"10S","SPAN-065-01","18","A-"
"10S","SPAN-070-01","19","A-"
"10S","SPEE-020-01","13","A-"
"10S","SPEE-030-01","12","A-"
"10S","SSOC-001-01","28","B+"
"10S","THEA-007-01","15","A-"
"10S","THEA-010-01","12","A"
"10S","THEA-010-03","14","A"
"10S","THEA-010-04","14","A-"
"10S","THEA-010-05","16","A"
"10S","THEA-027-01","11","A"
"10S","THEA-030-01","18","A"
"10S","THEA-031-01","13","A"
"10S","THEA-043-01","13","A"
"10S","THEA-048-01","12","A"
"10S","TUCK-002-01","46","B+"
"10S","TUCK-002-02","37","A-"
"10S","WGST-007-01","14","A /A-"
"10S","WGST-016-01","34","A-"
"10S","WGST-031-01","37","A-"
"10S","WGST-031-02","36","A"
"10S","WGST-037-02","31","A-"
"10S","WGST-052-01","19","A"
"10S","WGST-066-03","14","A-"
"10S","WPS -001-01","28","B+"
"10S","WRIT-007-01","14","A-"
"10S","WRIT-007-02","16","A"
"10S","WRIT-007-03","13","B+"
"10S","WRIT-008-01","15","A"
"10S","WRIT-043-01","25","A"
"TERM","COURSE","ENRL","MEDIAN"
"11S","AAAS-019-01","39","B+"
"11S","AAAS-044-01","38","B+"
"11S","AAAS-051-01","19","A-"
"11S","AAAS-053-01","29","A-"
"11S","AAAS-055-01","15","A-"
"11S","AAAS-081-01","13","A-"
"11S","AAAS-083-03","14","A-"
"11S","AAAS-088-01","16","A-"
"11S","AMES-007-01","16","B+"
"11S","AMES-011-01","23","A"
"11S","AMES-013-01","47","A-"
"11S","AMES-018-01","32","A"
"11S","AMES-019-01","13","A-"
"11S","AMES-024-01","10","A"
"11S","AMES-033-90","11","A-"
"11S","AMES-054-90","11","A"
"11S","AMES-091-01","14","A-"
"11S","ANTH-003-01","65","B"
"11S","ANTH-014-01","26","A-"
"11S","ANTH-018-01","13","A-"
"11S","ANTH-020-01","59","A-"
"11S","ANTH-030-01","30","A"
"11S","ANTH-031-01","49","A-"
"11S","ANTH-034-01","29","A-"
"11S","ANTH-036-01","38","B+"
"11S","ANTH-045-01","19","B+"
"11S","ANTH-047-01","27","B+"
"11S","ANTH-055-01","38","A-"
"11S","ARAB-003-01","12","A"
"11S","ARAB-003-02","12","A-"
"11S","ARAB-063-01","10","A /A-"
"11S","ARAB-081-01","12","A"
"11S","ARTH-007-01","16","B+"
"11S","ARTH-010-90","15","A"
"11S","ARTH-011-90","15","A"
"11S","ARTH-012-90","15","A"
"11S","ARTH-016-01","11","B+"
"11S","ARTH-016-02","13","A-"
"11S","ARTH-017-01","37","B"
"11S","ARTH-017-02","31","A-"
"11S","ARTH-060-01","12","B+"
"11S","ARTH-075-01","21","B+"
"11S","ASTR-001-01","98","B+"
"11S","ASTR-015-01","14","A-/B+"
"11S","BIOL-004-01","21","A"
"11S","BIOL-007-01","15","B+"
"11S","BIOL-007-02","16","B+"
"11S","BIOL-011-01","96","B"
"11S","BIOL-012-01","45","B"
"11S","BIOL-012-02","52","B"
"11S","BIOL-016-01","29","B"
"11S","BIOL-028-01","11","A-"
"11S","BIOL-031-01","17","B+"
"11S","BIOL-035-01","34","B"
"11S","BIOL-037-01","49","B+"
"11S","BIOL-071-01","15","A-"
"11S","BIOL-099-01","12","A"
"11S","BIOL-171-01","15","A-"
"11S","CHEM-006-01","103","B"
"11S","CHEM-006-02","110","B"
"11S","CHEM-041-01","40","B+"
"11S","CHEM-051-01","59","B"
"11S","CHEM-076-01","18","A-/B+"
"11S","CHIN-003-01","22","A"
"11S","CHIN-003-02","18","A"
"11S","CHIN-033-01","13","A"
"11S","CHIN-083-01","12","A"
"11S","CLST-002-01","36","A-"
"11S","CLST-007-01","11","A-"
"11S","CLST-011-01","21","A-"
"11S","CLST-025-01","22","B+"
"11S","CLST-030-90","14","B+"
"11S","CLST-030-91","14","B+"
"11S","CLST-031-90","14","B+"
"11S","COCO-002-01","23","A"
"11S","COCO-003-01","25","A-"
"11S","COCO-009-01","14","A"
"11S","COGS-002-01","109","B+"
"11S","COLT-007-01","10","A"
"11S","COLT-010-01","16","A-"
"11S","COLT-049-01","11","A-"
"11S","COLT-050-01","12","A"
"11S","COLT-051-01","19","A-"
"11S","COLT-057-01","24","A-"
"11S","COLT-057-02","16","A-"
"11S","COSC-005-01","106","B+"
"11S","COSC-023-01","20","A-"
"11S","COSC-025-01","14","B"
"11S","COSC-032-01","17","A"
"11S","COSC-037-01","14","B+"
"11S","COSC-047-01","18","A-"
"11S","COSC-078-01","17","A"
"11S","COSC-097-01","11","A"
"11S","EARS-001-01","42","A-"
"11S","EARS-003-01","119","A-"
"11S","EARS-008-01","14","A-"
"11S","EARS-052-01","10","A"
"11S","EARS-071-01","19","A-"
"11S","EARS-076-01","11","A-"
"11S","EARS-152-01","10","A"
"11S","EARS-171-01","19","A-"
"11S","EARS-176-01","11","A-"
"11S","ECON-001-01","41","B"
"11S","ECON-001-02","41","B"
"11S","ECON-001-03","69","B"
"11S","ECON-001-04","69","B"
"11S","ECON-002-01","45","B-"
"11S","ECON-010-01","39","B"
"11S","ECON-010-02","39","B"
"11S","ECON-020-01","43","B+"
"11S","ECON-020-02","43","B+"
"11S","ECON-021-01","71","B+"
"11S","ECON-021-02","71","B+"
"11S","ECON-021-03","24","B"
"11S","ECON-021-04","57","B+"
"11S","ECON-021-05","57","B+"
"11S","ECON-022-01","35","B+"
"11S","ECON-022-02","69","B+"
"11S","ECON-022-03","69","B+"
"11S","ECON-024-01","51","B+"
"11S","ECON-024-02","51","B+"
"11S","ECON-026-01","28","B+"
"11S","ECON-026-02","28","B+"
"11S","ECON-027-01","36","B+"
"11S","ECON-029-01","52","B"
"11S","ECON-029-02","52","B"
"11S","ECON-036-01","33","A-"
"11S","ECON-036-02","33","A-"
"11S","ECON-038-01","35","B+"
"11S","ECON-039-01","69","B+"
"11S","ECON-039-02","69","B+"
"11S","ECON-046-01","48","A-"
"11S","ECON-046-02","48","A-"
"11S","ECON-046-03","48","A-"
"11S","ECON-046-04","16","A-"
"11S","ECON-046-05","16","A-"
"11S","ECON-049-01","16","B+"
"11S","ECON-049-02","16","B+"
"11S","ECON-076-01","28","A-"
"11S","ECON-076-02","28","A-"
"11S","EDUC-016-01","28","B+"
"11S","EDUC-041-01","13","A-"
"11S","EDUC-045-01","11","A-"
"11S","EDUC-050-01","17","B"
"11S","EDUC-060-01","25","B+"
"11S","EDUC-062-01","31","B+"
"11S","ENGL-007-01","13","A-"
"11S","ENGL-007-03","16","A-"
"11S","ENGL-007-04","15","B+"
"11S","ENGL-007-05","16","A-/B+"
"11S","ENGL-008-01","20","A"
"11S","ENGL-012-01","21","A-"
"11S","ENGL-017-01","23","B+"
"11S","ENGL-022-01","18","A-"
"11S","ENGL-028-01","25","A"
"11S","ENGL-045-01","54","A-"
"11S","ENGL-047-01","116","A"
"11S","ENGL-055-01","20","A-"
"11S","ENGL-060-06","13","A-"
"11S","ENGL-060-07","11","A-"
"11S","ENGL-062-01","20","B+"
"11S","ENGL-063-02","11","A-"
"11S","ENGL-066-01","31","B+"
"11S","ENGL-067-04","10","B+"
"11S","ENGL-067-05","19","A-"
"11S","ENGL-067-09","14","B+"
"11S","ENGL-067-10","13","A-"
"11S","ENGL-070-03","11","A-"
"11S","ENGL-072-01","10","A-"
"11S","ENGL-080-01","12","A-"
"11S","ENGL-080-02","12","A-"
"11S","ENGL-081-01","11","A-"
"11S","ENGS-005-01","68","B+"
"11S","ENGS-006-01","29","A-"
"11S","ENGS-007-01","16","B+"
"11S","ENGS-008-01","45","B+"
"11S","ENGS-020-01","71","B+"
"11S","ENGS-021-01","51","B+"
"11S","ENGS-023-01","28","B"
"11S","ENGS-024-01","41","B"
"11S","ENGS-025-01","69","B"
"11S","ENGS-030-01","17","A"
"11S","ENGS-031-01","18","A-"
"11S","ENGS-041-01","16","B+/B"
"11S","ENGS-042-01","11","A-"
"11S","ENGS-051-01","13","A-"
"11S","ENGS-056-01","16","B+"
"11S","ENGS-057-01","10","B+/B"
"11S","ENGS-071-01","31","A-"
"11S","ENGS-075-01","12","B+"
"11S","ENGS-088-01","15","A"
"11S","ENGS-093-01","26","A-/B+"
"11S","ENGS-146-01","10","A /A-"
"11S","ENGS-169-01","10","B+/B"
"11S","ENVS-003-01","81","B+"
"11S","ENVS-007-01","16","A"
"11S","ENVS-007-02","16","A-"
"11S","ENVS-015-01","44","B+"
"11S","ENVS-028-01","48","B"
"11S","ENVS-050-01","17","B+"
"11S","ENVS-056-01","14","A-"
"11S","ENVS-058-01","22","A"
"11S","FILM-007-01","16","B+"
"11S","FILM-023-01","35","B"
"11S","FILM-031-01","12","A /A-"
"11S","FILM-034-01","12","A-"
"11S","FILM-042-01","18","A-"
"11S","FILM-042-02","15","A-"
"11S","FILM-047-01","11","B+"
"11S","FREN-001-01","14","A-"
"11S","FREN-002-01","15","B+"
"11S","FREN-002-02","14","A-/B+"
"11S","FREN-003-01","14","A"
"11S","FREN-003-02","16","A /A-"
"11S","FREN-003-03","14","A-/B+"
"11S","FREN-003-92","14","A"
"11S","FREN-005-92","14","A-"
"11S","FREN-006-92","14","A /A-"
"11S","FREN-007-01","16","A-"
"11S","FREN-008-01","21","A"
"11S","FREN-008-90","11","A-"
"11S","FREN-010-90","11","A-"
"11S","FREN-012-90","11","A-"
"11S","FREN-024-01","13","A-"
"11S","FREN-029-90","12","A-/B+"
"11S","FREN-030-90","12","A-"
"11S","FREN-031-90","12","A-"
"11S","FREN-053-01","13","A"
"11S","FREN-055-01","10","A"
"11S","GENE-187-01","11","A-"
"11S","GEOG-001-01","70","A-"
"11S","GEOG-006-01","46","B+"
"11S","GEOG-007-01","14","A-"
"11S","GEOG-012-01","27","B+"
"11S","GEOG-015-01","48","A-"
"11S","GEOG-016-01","23","A-"
"11S","GEOG-025-01","57","A-"
"11S","GEOG-035-01","19","A-"
"11S","GEOG-047-90","11","A-"
"11S","GEOG-050-01","26","A-"
"11S","GEOG-081-90","11","A-"
"11S","GEOG-082-90","11","A-"
"11S","GERM-001-01","13","B+"
"11S","GERM-002-01","14","A-"
"11S","GERM-003-01","13","A-"
"11S","GERM-013-01","108","A-"
"11S","GERM-043-01","18","A-"
"11S","GOVT-004-01","51","A-"
"11S","GOVT-005-01","41","B+"
"11S","GOVT-005-02","45","B+"
"11S","GOVT-006-01","49","B+"
"11S","GOVT-007-01","16","A-"
"11S","GOVT-010-01","33","B"
"11S","GOVT-010-02","35","B+"
"11S","GOVT-010-03","28","B"
"11S","GOVT-018-01","40","B+"
"11S","GOVT-030-01","13","A-"
"11S","GOVT-030-02","65","B+"
"11S","GOVT-030-03","17","B+"
"11S","GOVT-040-01","38","A-"
"11S","GOVT-040-02","11","A-"
"11S","GOVT-050-01","28","B+"
"11S","GOVT-060-02","40","A-"
"11S","GOVT-066-01","18","A-/B+"
"11S","GOVT-069-01","18","B+/B"
"11S","GOVT-081-06","15","B+"
"11S","GOVT-083-05","13","A-"
"11S","GOVT-084-27","10","A /A-"
"11S","GOVT-085-02","15","B+"
"11S","GOVT-085-19","12","A-"
"11S","GOVT-085-21","14","A-"
"11S","GOVT-094-90","13","A"
"11S","GOVT-095-90","13","A"
"11S","HIST-001-01","33","B+"
"11S","HIST-002-01","31","A-"
"11S","HIST-005-08","39","B+"
"11S","HIST-006-01","12","A"
"11S","HIST-006-02","14","B+"
"11S","HIST-011-01","18","A-"
"11S","HIST-025-01","62","B+"
"11S","HIST-026-01","35","B+"
"11S","HIST-044-01","15","A-"
"11S","HIST-050-01","16","B+"
"11S","HIST-059-01","37","B+"
"11S","HIST-065-01","39","B+"
"11S","HIST-069-01","29","A-"
"11S","HIST-070-01","13","A"
"11S","HIST-079-01","41","A-"
"11S","HIST-086-01","14","A-"
"11S","HIST-087-01","16","A-"
"11S","HIST-096-01","11","B+"
"11S","HIST-096-02","12","A"
"11S","HIST-096-04","15","A-"
"11S","HIST-099-01","19","A"
"11S","INTS-016-01","46","B+"
"11S","INTS-017-01","24","A-"
"11S","INTS-017-02","16","A-"
"11S","INTS-087-01","11","A-"
"11S","ITAL-001-01","11","A-"
"11S","ITAL-002-01","13","A-"
"11S","ITAL-002-02","13","A"
"11S","JAPN-003-01","12","A-"
"11S","JAPN-003-02","11","A"
"11S","JAPN-010-01","47","A-"
"11S","JWST-004-01","22","A-/B+"
"11S","JWST-041-01","31","A-"
"11S","KORN-010-01","23","A"
"11S","KORN-063-01","11","A"
"11S","LACS-007-01","16","A-"
"11S","LACS-056-01","11","A"
"11S","LACS-058-01","14","A-"
"11S","LACS-076-01","16","A-"
"11S","LACS-078-01","21","B+"
"11S","LAT -003-01","22","B"
"11S","LATS-043-01","16","A-"
"11S","LATS-045-01","29","A-"
"11S","LING-001-01","76","A-"
"11S","LING-007-01","16","A /A-"
"11S","LING-017-01","39","A-"
"11S","LING-023-01","34","A-"
"11S","LING-026-01","19","B+"
"11S","M&SS-015-01","12","A /A-"
"11S","MATH-008-01","20","B"
"11S","MATH-010-01","55","B+"
"11S","MATH-013-01","53","B+"
"11S","MATH-013-02","53","B+"
"11S","MATH-020-01","31","B+"
"11S","MATH-022-01","86","B"
"11S","MATH-022-02","86","B"
"11S","MATH-023-01","48","A"
"11S","MATH-023-02","48","A"
"11S","MATH-024-01","17","A-"
"11S","MATH-038-01","12","B+"
"11S","MATH-043-01","24","A-"
"11S","MATH-046-01","24","B+"
"11S","MUS -001-01","16","A"
"11S","MUS -002-01","40","A"
"11S","MUS -003-01","30","A-"
"11S","MUS -007-01","16","A-"
"11S","MUS -008-01","65","A"
"11S","MUS -020-01","16","A-/B+"
"11S","MUS -031-01","10","A-"
"11S","MUS -070-90","13","A-"
"11S","MUS -074-90","13","A"
"11S","MUS -087-90","13","A"
"11S","NAS -007-01","16","A-"
"11S","NAS -008-01","41","A-"
"11S","NAS -035-01","54","A-"
"11S","NAS -037-01","27","B+"
"11S","NAS -041-01","12","B+"
"11S","NAS -045-01","10","A-"
"11S","NAS -050-01","18","B+/B"
"11S","PBPL-026-01","51","B"
"11S","PBPL-028-01","17","B+"
"11S","PBPL-051-01","13","A-"
"11S","PHIL-001-01","46","B+"
"11S","PHIL-006-01","28","A /A-"
"11S","PHIL-015-01","16","A-"
"11S","PHIL-025-01","46","B+"
"11S","PHIL-034-01","19","B+"
"11S","PHIL-037-01","27","B+"
"11S","PHIL-050-01","13","A-"
"11S","PHYS-001-01","22","B+"
"11S","PHYS-002-01","40","B"
"11S","PHYS-004-01","48","A-"
